Name,Gene
mSE_00389,Chd2
mSE_00390,Sema4b
mSE_00391,Pde8a
mSE_00392,E230029C05Rik
mSE_00393,Ucp2
mSE_00394,Mir139
mSE_00395,Snora3
mSE_00396,Mrvi1
mSE_00397,Rras2
mSE_00398,Psma1
mSE_00399,Eef2k
mSE_00400,Il21r
mSE_00401,Sh2b1
mSE_00402,Lhpp
mSE_00403,Lhpp
mSE_00404,Fam53b
mSE_00405,Mir1962
mSE_00406,Mrpl23
mSE_00407,Plekha2
mSE_00408,D8Ertd82e
mSE_00409,Enpp6
mSE_00410,Jund
mSE_00411,Rab3a
mSE_00412,Slc10a7
mSE_00413,Ier2
mSE_00414,Lyl1
mSE_00415,Herpud1
mSE_00416,Gpr56
mSE_00417,Gpr97
mSE_00418,Ccdc135
mSE_00419,Nfatc3
mSE_00420,Ldhd
mSE_00421,Plcg2
mSE_00422,Plcg2
mSE_00423,Cotl1
mSE_00424,Gins2
mSE_00425,Cox4i1
mSE_00426,Klhdc4
mSE_00427,4931429I11Rik
mSE_00428,Pou2af1
mSE_00429,1700017B05Rik
mSE_00430,Csk
mSE_00431,Stoml1
mSE_00432,Tle3
mSE_00433,Parp16
mSE_00434,Plekho2
mSE_00435,Hmgcll1
mSE_00436,Hmgn3
mSE_00437,Atp1b3
mSE_00438,Atp1b3
mSE_00439,Rnf7
mSE_00440,Bfsp2
mSE_00441,Mrpl3
mSE_00442,Cmtm7
mSE_00443,Tgfbr2
mSE_00444,Tgfbr2
mSE_00445,Akap12
mSE_00446,Ifngr1
mSE_00447,Il22ra2
mSE_00448,Gtf3c6
mSE_00449,Qrsl1
mSE_00450,Prep
mSE_00451,Dnajb12
mSE_00452,Chst3
mSE_00453,Vpreb3
mSE_00454,Cirbp
mSE_00455,Mob3a
mSE_00456,Gna15
mSE_00457,Txnrd1
mSE_00458,Gas2l3
mSE_00459,Tmpo
mSE_00460,Elk3
mSE_00461,Cradd
mSE_00462,Dusp6
mSE_00463,Dusp6
mSE_00464,Phlda1
mSE_00465,Cpm
mSE_00466,Dyrk2
mSE_00467,4930415F15Rik
mSE_00468,Ikzf1
mSE_00469,Ddc
mSE_00470,Ddc
mSE_00471,Bcl11a
mSE_00472,Stk10
mSE_00473,Ublcp1
mSE_00474,Ebf1
mSE_00475,Ebf1
mSE_00476,Ebf1
mSE_00477,Ebf1
mSE_00478,Cdkn2aipnl
mSE_00479,Serpinf1
mSE_00480,Rffl
mSE_00481,Slfn2
mSE_00482,Mir21a
mSE_00483,Tex14
mSE_00484,Tex14
mSE_00485,Mir142
mSE_00486,Msi2
mSE_00487,Gngt2
mSE_00488,Arl5c
mSE_00489,Rara
mSE_00490,Rab5c
mSE_00491,Rdm1
mSE_00492,Arl4d
mSE_00493,Cd79b
mSE_00494,Prkca
mSE_00495,Sept9
mSE_00496,Tmc8
mSE_00497,Tha1
mSE_00498,Cyth1
mSE_00499,Cyth1
mSE_00500,Cbx4
mSE_00501,Cbx4
mSE_00502,Tbc1d16
mSE_00503,Fam49a
mSE_00504,Psma6
mSE_00505,Fut8
mSE_00506,Rad51b
mSE_00507,Irf2bpl
mSE_00508,Irf2bpl
mSE_00509,Asb2
mSE_00510,Tmem121
mSE_00511,Tmem121
mSE_00512,Adam6b
mSE_00513,Rapgef5
mSE_00514,Amph
mSE_00515,Stard3nl
mSE_00516,Hist1h2bl
mSE_00517,Hist1h2bn
mSE_00518,Hist1h2bj
mSE_00519,C230035I16Rik
mSE_00520,Hist1h2ae
mSE_00521,Hist1h4c
mSE_00522,Mylk4
mSE_00523,Gmpr
mSE_00524,Syk
mSE_00525,Cplx2
mSE_00526,Thoc3
mSE_00527,Tifab
mSE_00528,Slc6a19
mSE_00529,Il3ra
mSE_00530,Ngly1
mSE_00531,Zmiz1
mSE_00532,4931406H21Rik
mSE_00533,Fam208a
mSE_00534,Fam208a
mSE_00535,Dnah1
mSE_00536,Eaf1
mSE_00537,Btd
mSE_00538,Wdfy4
mSE_00539,Pnp2
mSE_00540,Rnase10
mSE_00541,C1qtnf9
mSE_00542,Ppp3cc
mSE_00543,Gfra2
mSE_00544,Gfra2
mSE_00545,Lcp1
mSE_00546,Pcdh9
mSE_00547,Capsl
mSE_00548,Mtdh
mSE_00549,Kcns2
mSE_00550,Kcns2
mSE_00551,Ywhaz
mSE_00552,Ywhaz
mSE_00553,Gsdmc
mSE_00554,Sla
mSE_00555,Ptp4a3
mSE_00556,Ly6c2
mSE_00557,Gramd4
mSE_00558,Cerk
mSE_00559,Amigo2
mSE_00560,Hdac7
mSE_00561,Lalba
mSE_00562,Rmi2
mSE_00563,Rmi2
mSE_00564,Snx29
mSE_00565,Snx29
mSE_00566,Igll1
mSE_00567,Vpreb2
mSE_00568,Bcl6
mSE_00569,Lpp
mSE_00570,Cpn2
mSE_00571,Bex6
mSE_00572,Muc13
mSE_00573,Muc13
mSE_00574,Cd47
mSE_00575,Cd47
mSE_00576,St3gal6
mSE_00577,Ncam2
mSE_00578,Ifngr2
mSE_00579,Mir802
mSE_00580,Mir802
mSE_00581,Mir802
mSE_00582,Mir802
mSE_00583,Erg
mSE_00584,Itpr3
mSE_00585,Lemd2
mSE_00586,Fgd2
mSE_00587,Pim1
mSE_00588,Clic1
mSE_00589,Lta
mSE_00590,Nrm
mSE_00591,Vegfa
mSE_00592,Ccnd3
mSE_00593,Ccnd3
mSE_00594,Treml2
mSE_00595,Tgif1
mSE_00596,Zfp36l2
mSE_00597,Vmn1r238
mSE_00598,Kctd1
mSE_00599,Bin1
mSE_00600,Cxxc5
mSE_00601,Diap1
mSE_00602,Sema6a
mSE_00603,Zfp608
mSE_00604,Tcf4
mSE_00605,Aldh3b1
mSE_00606,Cabp4
mSE_00607,Ppp1ca
mSE_00608,Pold4
mSE_00609,Adrbk1
mSE_00610,Malat1
mSE_00611,Neat1
mSE_00612,Rasgrp2
mSE_00613,Sgms1
mSE_00614,Pten
mSE_00615,Pten
mSE_00616,Dntt
mSE_00617,Pik3ap1
mSE_00618,Scd2
mSE_00619,Scd1
mSE_00620,Trim8
mSE_00621,5830416P10Rik
mSE_00622,Fam160b1
mSE_00623,Sash3
mSE_00624,Elf4
mSE_00625,Gm8817
mSE_00626,Tmsb4x
mSE_00627,Stk17b
mSE_00628,Myog
mSE_00629,1700016C15Rik
mSE_00630,Mir206
mSE_00631,Tmem9
mSE_00632,Tnp1
mSE_00633,Gpc1
mSE_00634,Traf3ip3
mSE_00635,Nrp2
mSE_00636,Cops8
mSE_00637,Olfml2b
mSE_00638,Nrp2
mSE_00639,Otos
mSE_00640,Pkhd1
mSE_00641,Rfx8
mSE_00642,Lyplal1
mSE_00643,Iqca
mSE_00644,Optc
mSE_00645,Lyplal1
mSE_00646,Mogat1
mSE_00647,Btg2
mSE_00648,Pex19
mSE_00649,1700019O17Rik
mSE_00650,Ndufa10
mSE_00651,Stx6
mSE_00652,Sh3bp4
mSE_00653,Ralgps2
mSE_00654,Mybph
mSE_00655,Arl4c
mSE_00656,Adora1
mSE_00657,Cxcr4
mSE_00658,Gpr1
mSE_00659,Cxcr4
mSE_00660,Dars
mSE_00661,A730008H23Rik
mSE_00662,C130074G19Rik
mSE_00663,Cdk18
mSE_00664,Agap1
mSE_00665,Sertad4
mSE_00666,Nckap5
mSE_00667,Sulf1
mSE_00668,Cacna1s
mSE_00669,Mettl21a
mSE_00670,Adam23
mSE_00671,Hlx
mSE_00672,Alppl2
mSE_00673,Bloc1s1
mSE_00674,Mybpc1
mSE_00675,Tmcc3
mSE_00676,Tmem26
mSE_00677,Ric8b
mSE_00678,Hivep2
mSE_00679,Chst3
mSE_00680,Rnf217
mSE_00681,Fam207a
mSE_00682,Bcr
mSE_00683,Dnajb12
mSE_00684,Lmnb2
mSE_00685,Gm10941
mSE_00686,Utrn
mSE_00687,Lama2
mSE_00688,Slc16a9
mSE_00689,Rhobtb1
mSE_00690,Prep
mSE_00691,Arid3a
mSE_00692,Smlr1
mSE_00693,Ifng
mSE_00694,Esr1
mSE_00695,Popdc3
mSE_00696,Ube2d1
mSE_00697,Fignl1
mSE_00698,Phykpl
mSE_00699,Myh3
mSE_00700,Wnt9a
mSE_00701,Galr2
mSE_00702,Lgals9
mSE_00703,Aipl1
mSE_00704,Msi2
mSE_00705,Adra1b
mSE_00706,Abr
mSE_00707,Msi2
mSE_00708,1200014J11Rik
mSE_00709,Pdlim4
mSE_00710,Asic2
mSE_00711,Dcakd
mSE_00712,Purb
mSE_00713,Rptor
mSE_00714,4931440F15Rik
mSE_00715,Cdk5r1
mSE_00716,Mrps23
mSE_00717,Sfi1
mSE_00718,Cacng1
mSE_00719,Tbx2
mSE_00720,Rtn4
mSE_00721,Slc35b1
mSE_00722,Emid1
mSE_00723,Traf4
mSE_00724,Dnaic2
mSE_00725,Igfbp3
mSE_00726,Iba57
mSE_00727,Egln3
mSE_00728,Plekhh1
mSE_00729,Rhob
mSE_00730,Rin3
mSE_00731,Pnma1
mSE_00732,Syne3
mSE_00733,Setd3
mSE_00734,Zfyve21
mSE_00735,1700052I22Rik
mSE_00736,Asb2
mSE_00737,Kcnh5
mSE_00738,Trmt5
mSE_00739,Dlk1
mSE_00740,Psmc1
mSE_00741,2310015A10Rik
mSE_00742,Ttc7b
mSE_00743,Begain
mSE_00744,Rad51b
mSE_00745,Tmem30b
mSE_00746,Tex22
mSE_00747,Eif2b2
mSE_00748,Isca2
mSE_00749,Trmt5
mSE_00750,Sypl
mSE_00751,Numb
mSE_00752,Rreb1
mSE_00753,Ecm2
mSE_00754,C78339
mSE_00755,Bicd2
mSE_00756,Cd180
mSE_00757,Cap2
mSE_00758,Wrnip1
mSE_00759,Rbm24
mSE_00760,Arhgef28
mSE_00761,Cdyl
mSE_00762,Cdkal1
mSE_00763,Fgfr4
mSE_00764,2010111I01Rik
mSE_00765,Dusp22
mSE_00766,Zfp366
mSE_00767,S1pr3
mSE_00768,2010111I01Rik
mSE_00769,Sox4
mSE_00770,Tubb2b
mSE_00771,Rgs14
mSE_00772,Gadd45g
mSE_00773,Ly86
mSE_00774,Stmnd1
mSE_00775,Foxc1
mSE_00776,Sox4
mSE_00777,Ndfip2
mSE_00778,Flnb
mSE_00779,Zcchc24
mSE_00780,Myh7
mSE_00781,Tspan14
mSE_00782,Sacs
mSE_00783,1700108F19Rik
mSE_00784,Cryl1
mSE_00785,Ywhaz
mSE_00786,Derl1
mSE_00787,Mtss1
mSE_00788,Tmem184b
mSE_00789,Fam134b
mSE_00790,Chrac1
mSE_00791,Srebf2
mSE_00792,Cbx5
mSE_00793,C1qtnf3
mSE_00794,Galnt6
mSE_00795,Ano6
mSE_00796,Apol8
mSE_00797,Mafa
mSE_00798,Sntb1
mSE_00799,Mb
mSE_00800,Wisp1
mSE_00801,Tspo
mSE_00802,Ncald
mSE_00803,Rbfox2
mSE_00804,Hoxc4
mSE_00805,Gsdmc
mSE_00806,1110038F14Rik
mSE_00807,Rpl30
mSE_00808,Lifr
mSE_00809,Deptor
mSE_00810,Fmnl3
mSE_00811,Zhx1
mSE_00812,Smug1
mSE_00813,Snord123
mSE_00814,Plec
mSE_00815,Azin1
mSE_00816,Mtss1
mSE_00817,Fam134b
mSE_00818,Nckap5l
mSE_00819,Mchr1
mSE_00820,Fam49b
mSE_00821,Dap
mSE_00822,Pacsin2
mSE_00823,Pvalb
mSE_00824,Abra
mSE_00825,Fmnl3
mSE_00826,Klf10
mSE_00827,Slc38a1
mSE_00828,Dap
mSE_00829,Slc11a2
mSE_00830,Hsf1
mSE_00831,Lpp
mSE_00832,Popdc2
mSE_00833,Runx1
mSE_00834,Phldb2
mSE_00835,Ets2
mSE_00836,Ephb3
mSE_00837,Pigp
mSE_00838,Srl
mSE_00839,4632428C04Rik
mSE_00840,Jam2
mSE_00841,Mgrn1
mSE_00842,Map3k7cl
mSE_00843,Map3k7cl
mSE_00844,Gm608
mSE_00845,Runx1
mSE_00846,Gap43
mSE_00847,Muc20
mSE_00848,Srl
mSE_00849,Cd200
mSE_00850,Qk
mSE_00851,Fndc1
mSE_00852,Trp53cor1
mSE_00853,Dync2li1
mSE_00854,Man2a1
mSE_00855,Ermard
mSE_00856,Airn
mSE_00857,Cdc42ep3
mSE_00858,Slc8a1
mSE_00859,Apobec2
mSE_00860,Memo1
mSE_00861,Hsf2bp
mSE_00862,Lrrc30
mSE_00863,Runx2
mSE_00864,Pim1
mSE_00865,Lmf1
mSE_00866,Ccnd3
mSE_00867,Sik1
mSE_00868,Sik1
mSE_00869,Safb
mSE_00870,Myom1
mSE_00871,Rgmb
mSE_00872,Lix1
mSE_00873,Gng13
mSE_00874,Arhgap28
mSE_00875,Commd10
mSE_00876,Gm10125
mSE_00877,Sh3tc2
mSE_00878,Mir145a
mSE_00879,Smad2
mSE_00880,Bin1
mSE_00881,Mc2r
mSE_00882,B4galt6
mSE_00883,Zfp438
mSE_00884,Megf10
mSE_00885,Pstpip2
mSE_00886,Tcof1
mSE_00887,Tubb6
mSE_00888,Sil1
mSE_00889,Katnal2
mSE_00890,Ppargc1b
mSE_00891,Cdc42ep2
mSE_00892,Afap1l2
mSE_00893,Ubtd1
mSE_00894,Fam178a
mSE_00895,Neat1
mSE_00896,Rbm20
mSE_00897,Flrt1
mSE_00898,Aldh3b1
mSE_00899,Trim8
mSE_00900,Tcf7l2
mSE_00901,Neurl1a
mSE_00902,Tcf7l2
mSE_00903,Gbf1
mSE_00904,Nt5c2
mSE_00905,Lama5
mSE_00906,Top1
mSE_00907,Ccdc141
mSE_00908,Cd82
mSE_00909,Mir1a-1
mSE_00910,Dlgap4
mSE_00911,Itgb6
mSE_00912,Ctnnd1
mSE_00913,Gm14092
mSE_00914,Garnl3
mSE_00915,Angptl2
mSE_00916,Gatm
mSE_00917,Aif1l
mSE_00918,Fam78a
mSE_00919,Lypd6b
mSE_00920,Aqr
mSE_00921,Pmepa1
mSE_00922,Rapgef1
mSE_00923,Cd82
mSE_00924,Prrc2b
mSE_00925,B4galt5
mSE_00926,Tmem8c
mSE_00927,Celf2
mSE_00928,Cdc25b
mSE_00929,Zak
mSE_00930,Pkig
mSE_00931,F2
mSE_00932,Mir298
mSE_00933,Tank
mSE_00934,Chrna1
mSE_00935,Brd3
mSE_00936,Ryr3
mSE_00937,Lypd6
mSE_00938,Cd44
mSE_00939,Pip4k2a
mSE_00940,B4galt5
mSE_00941,Ttll11
mSE_00942,Tanc1
mSE_00943,Nol4l
mSE_00944,Cd44
mSE_00945,Ptgis
mSE_00946,Rapsn
mSE_00947,Tmem236
mSE_00948,Arl5a
mSE_00949,A930018P22Rik
mSE_00950,C1qtnf4
mSE_00951,Dclk1
mSE_00952,Arhgef2
mSE_00953,Lphn2
mSE_00954,Lhx8
mSE_00955,Notch2
mSE_00956,Abca4
mSE_00957,Tmem212
mSE_00958,Gm5105
mSE_00959,Cnn3
mSE_00960,Lmna
mSE_00961,Sept15
mSE_00962,Atp1a1
mSE_00963,Mef2d
mSE_00964,Foxo1
mSE_00965,Fam212b
mSE_00966,Sohlh2
mSE_00967,Bcar3
mSE_00968,Car1
mSE_00969,Dclk1
mSE_00970,Palmd
mSE_00971,Zfp639
mSE_00972,Rusc1
mSE_00973,Pbxip1
mSE_00974,Sema6c
mSE_00975,E2f2
mSE_00976,Fggy
mSE_00977,Ermap
mSE_00978,Foxd3
mSE_00979,Pax7
mSE_00980,Chd7
mSE_00981,Tnc
mSE_00982,Morn1
mSE_00983,Tstd2
mSE_00984,Palm2
mSE_00985,Pdp1
mSE_00986,Macf1
mSE_00987,Mrpl37
mSE_00988,Musk
mSE_00989,Shb
mSE_00990,Trmt10b
mSE_00991,Atp6v1g1
mSE_00992,Pum1
mSE_00993,Tal2
mSE_00994,Heyl
mSE_00995,Ptp4a2
mSE_00996,Trit1
mSE_00997,Tmem53
mSE_00998,Efhd2
mSE_00999,Gpr153
mSE_01000,Ahdc1
mSE_01001,Tpm2
mSE_01002,Tmem64
mSE_01003,Thap3
mSE_01004,Klf4
mSE_01005,Chd7
mSE_01006,Fggy
mSE_01007,Sorcs2
mSE_01008,Sun1
mSE_01009,Auts2
mSE_01010,Lrrc17
mSE_01011,Stim2
mSE_01012,Acacb
mSE_01013,Ncor2
mSE_01014,Cux1
mSE_01015,Hip1
mSE_01016,Mir671
mSE_01017,Tmem120b
mSE_01018,Klhl5
mSE_01019,Cacna2d1
mSE_01020,Gsap
mSE_01021,Galnt9
mSE_01022,Fosl2
mSE_01023,Col26a1
mSE_01024,Sowahb
mSE_01025,Cxcl13
mSE_01026,Lgi2
mSE_01027,Atp6v0a2
mSE_01028,Fam20c
mSE_01029,Klf3
mSE_01030,Fscn1
mSE_01031,Sh2b2
mSE_01032,Klf3
mSE_01033,Gatsl2
mSE_01034,Rell1
mSE_01035,Sh2b2
mSE_01036,Fbxw8
mSE_01037,Tbc1d1
mSE_01038,Baiap2l1
mSE_01039,Lrig1
mSE_01040,St3gal5
mSE_01041,Lmod2
mSE_01042,Iqsec1
mSE_01043,Lmod3
mSE_01044,C1galt1
mSE_01045,St3gal5
mSE_01046,Iffo1
mSE_01047,Gadd45a
mSE_01048,Sspn
mSE_01049,Kcna5
mSE_01050,Cpa5
mSE_01051,Rybp
mSE_01052,Slc6a6
mSE_01053,Arl6ip5
mSE_01054,Flnc
mSE_01055,Plxna1
mSE_01056,Slc6a6
mSE_01057,Atoh8
mSE_01058,Reep1
mSE_01059,Anxa4
mSE_01060,Atoh8
mSE_01061,Prrt3
mSE_01062,Rtkn
mSE_01063,Syn2
mSE_01064,Tead4
mSE_01065,Epha1
mSE_01066,Mir29b-1
mSE_01067,Prr15
mSE_01068,Myod1
mSE_01069,Ampd3
mSE_01070,Mef2a
mSE_01071,Pnmal1
mSE_01072,Usp29
mSE_01073,Atp2a1
mSE_01074,Mical2
mSE_01075,Myod1
mSE_01076,Tead1
mSE_01077,Zfp568
mSE_01078,Rassf10
mSE_01079,Josd2
mSE_01080,Inppl1
mSE_01081,H19
mSE_01082,Nctc1
mSE_01083,Mef2a
mSE_01084,Ccnd1
mSE_01085,Mamstr
mSE_01086,Gltscr1
mSE_01087,Tomm20
mSE_01088,Tbc1d9
mSE_01089,Acta1
mSE_01090,Siah1a
mSE_01091,Lyl1
mSE_01092,Nkd1
mSE_01093,Tmem38a
mSE_01094,Mmp15
mSE_01095,Cd97
mSE_01096,Inpp4b
mSE_01097,Gm6524
mSE_01098,Got2
mSE_01099,Col4a2
mSE_01100,Grtp1
mSE_01101,Gpt2
mSE_01102,Lzts1
mSE_01103,Cdh15
mSE_01104,Mir138-2
mSE_01105,4933402J07Rik
mSE_01106,Asb5
mSE_01107,Irx3
mSE_01108,Gpr56
mSE_01109,Adcy7
mSE_01110,Cbfa2t3
mSE_01111,1700011L22Rik
mSE_01112,Lsm6
mSE_01113,Rnf150
mSE_01114,Inpp4b
mSE_01115,Zfp827
mSE_01116,Gm2694
mSE_01117,Mir1969
mSE_01118,Slc10a7
mSE_01119,Mir486
mSE_01120,Nod2
mSE_01121,Rpusd4
mSE_01122,Ncam1
mSE_01123,Plet1
mSE_01124,Islr
mSE_01125,Trak1
mSE_01126,Hephl1
mSE_01127,Uchl4
mSE_01128,Myo1e
mSE_01129,Rpl14
mSE_01130,Gramd1b
mSE_01131,Slc9a9
mSE_01132,Ky
mSE_01133,Coro2b
mSE_01134,Dapk2
mSE_01135,Dag1
mSE_01136,Scn5a
mSE_01137,Tmem123
mSE_01138,Tle3
mSE_01139,Dapk2
mSE_01140,Zfp280d
mSE_01141,Pknox2
mSE_01142,Tln2
mSE_01143,Gm11149
mSE_01144,Filip1
mSE_01145,Herc1
mSE_01146,Myzap
mSE_01147,1190002N15Rik
mSE_01148,Klhl31
mSE_01149,Mir125b-1
mSE_01150,Rpl29
mSE_01151,Glce
mSE_01152,Cgnl1
mSE_01153,Tpm1
mSE_01154,Nt5e
mSE_01155,Ppp2r3a
mSE_01156,Slc44a2
mSE_01157,Tln2
mSE_01158,Mir532
mSE_01159,Msn
mSE_01160,Egfl6
mSE_01161,Drp2
mSE_01162,Bcl2
mSE_01163,Il10
mSE_01164,Mapkapk2
mSE_01165,Fasl
mSE_01166,Neurl3
mSE_01167,Icos
mSE_01168,Ptprc
mSE_01169,Btg2
mSE_01170,Map4k4
mSE_01171,Ctla4
mSE_01172,Snord89
mSE_01173,Rgs1
mSE_01174,Rcsd1
mSE_01175,Icos
mSE_01176,Dock10
mSE_01177,Nabp1
mSE_01178,Il24
mSE_01179,Capn2
mSE_01180,Sell
mSE_01181,F5
mSE_01182,Rgs1
mSE_01183,Zfp281
mSE_01184,Cflar
mSE_01185,Cd28
mSE_01186,Ier5
mSE_01187,Slamf7
mSE_01188,Slamf1
mSE_01189,Ptma
mSE_01190,Nabp1
mSE_01191,Atp6v1g3
mSE_01192,Gm5069
mSE_01193,Atf3
mSE_01194,Ctla4
mSE_01195,Il1rl1
mSE_01196,Agfg1
mSE_01197,Lrrfip1
mSE_01198,Glrp1
mSE_01199,Gna15
mSE_01200,Ddit4
mSE_01201,Rap1b
mSE_01202,Mir1931
mSE_01203,B4galnt1
mSE_01204,Ifng
mSE_01205,Abhd17a
mSE_01206,Fyn
mSE_01207,Olig3
mSE_01208,Prdm1
mSE_01209,Adora2a
mSE_01210,Btg1
mSE_01211,Btg1
mSE_01212,Ifng
mSE_01213,Hivep2
mSE_01214,Cyp27b1
mSE_01215,Cirbp
mSE_01216,Fyn
mSE_01217,Eea1
mSE_01218,Ifngr1
mSE_01219,Elk3
mSE_01220,Nab2
mSE_01221,Zc3h12d
mSE_01222,Hivep2
mSE_01223,Gm17455
mSE_01224,Dot1l
mSE_01225,Itgb2
mSE_01226,Mob3a
mSE_01227,Gadd45b
mSE_01228,Pip5k1c
mSE_01229,Ccr7
mSE_01230,Rnf157
mSE_01231,Tbx21
mSE_01232,Sp6
mSE_01233,Gps2
mSE_01234,Grap
mSE_01235,Lcp2
mSE_01236,Igtp
mSE_01237,Zfp3
mSE_01238,Sept9
mSE_01239,Osm
mSE_01240,Csf2
mSE_01241,Pitpnc1
mSE_01242,Itk
mSE_01243,Mir21a
mSE_01244,Cyth1
mSE_01245,Ikzf1
mSE_01246,Ovca2
mSE_01247,Havcr2
mSE_01248,Rara
mSE_01249,Dvl2
mSE_01250,Nat9
mSE_01251,Rab11fip4os1
mSE_01252,Tcf7
mSE_01253,Lasp1
mSE_01254,Slfn2
mSE_01255,Supt4a
mSE_01256,Rai1
mSE_01257,Slc16a13
mSE_01258,Per1
mSE_01259,Kdm6b
mSE_01260,Pik3r5
mSE_01261,Pgs1
mSE_01262,Slc25a19
mSE_01263,4930415F15Rik
mSE_01264,Amz2
mSE_01265,Cyfip2
mSE_01266,Ccl3
mSE_01267,Ksr1
mSE_01268,Eif4a1
mSE_01269,Larp1
mSE_01270,Mnt
mSE_01271,Socs3
mSE_01272,Taf15
mSE_01273,Axin2
mSE_01274,Prkch
mSE_01275,Mir1190
mSE_01276,Trib2
mSE_01277,Irf2bpl
mSE_01278,Bcl11b
mSE_01279,Dnmt3a
mSE_01280,Syne3
mSE_01281,Atxn7l1
mSE_01282,2310015A10Rik
mSE_01283,4933406K04Rik
mSE_01284,Prkch
mSE_01285,Fos
mSE_01286,Vcpkmt
mSE_01287,Hif1a
mSE_01288,Gpr68
mSE_01289,Gm7550
mSE_01290,Egln3
mSE_01291,Asb2
mSE_01292,Sp4
mSE_01293,Arf6
mSE_01294,Atxn1
mSE_01295,Irf4
mSE_01296,Il6st
mSE_01297,Hist1h1d
mSE_01298,Dusp22
mSE_01299,Prss16
mSE_01300,Auh
mSE_01301,Sema4d
mSE_01302,Gpx8
mSE_01303,Gadd45g
mSE_01304,Nedd9
mSE_01305,BB123696
mSE_01306,Nfil3
mSE_01307,Gadd45g
mSE_01308,Gfod1
mSE_01309,Jarid2
mSE_01310,Rnf44
mSE_01311,Ptk2b
mSE_01312,Gpr18
mSE_01313,Gng2
mSE_01314,Tspan14
mSE_01315,Gzmb
mSE_01316,Extl3
mSE_01317,Dad1
mSE_01318,Arhgef3
mSE_01319,Timm8a2
mSE_01320,C1qtnf9
mSE_01321,Lcp1
mSE_01322,Egr3
mSE_01323,Tmem253
mSE_01324,Dock9
mSE_01325,C1qtnf6
mSE_01326,Grasp
mSE_01327,Ago2
mSE_01328,Mir1942
mSE_01329,Celsr1
mSE_01330,Enthd1
mSE_01331,A1bg
mSE_01332,Il7r
mSE_01333,H2afy3
mSE_01334,Pdxp
mSE_01335,Sla
mSE_01336,4933412E24Rik
mSE_01337,Hdac7
mSE_01338,Wisp1
mSE_01339,Pycrl
mSE_01340,Trib1
mSE_01341,Il10rb
mSE_01342,Socs1
mSE_01343,Socs1
mSE_01344,D16Ertd472e
mSE_01345,Cd47
mSE_01346,Cep19
mSE_01347,Cd47
mSE_01348,Runx1
mSE_01349,Ifngr2
mSE_01350,Cd47
mSE_01351,Bcl6
mSE_01352,Lta
mSE_01353,Tapbp
mSE_01354,Trp53cor1
mSE_01355,Ergic1
mSE_01356,Hsp90ab1
mSE_01357,Tagap
mSE_01358,Synj2
mSE_01359,Brd2
mSE_01360,Ccnd3
mSE_01361,Def6
mSE_01362,Fgd2
mSE_01363,Pgp
mSE_01364,Myl12b
mSE_01365,Satb1
mSE_01366,Gnl1
mSE_01367,Tap2
mSE_01368,Satb1
mSE_01369,Pim1
mSE_01370,Satb1
mSE_01371,Snx9
mSE_01372,Mir715
mSE_01373,Map3k8
mSE_01374,Map3k8
mSE_01375,Gramd3
mSE_01376,Alpk2
mSE_01377,Smad7
mSE_01378,Mbp
mSE_01379,Adrb2
mSE_01380,Egr1
mSE_01381,Gm2176
mSE_01382,Fam53c
mSE_01383,Tut1
mSE_01384,Dusp5
mSE_01385,Tmem134
mSE_01386,Smndc1
mSE_01387,Malat1
mSE_01388,Ablim1
mSE_01389,Clcf1
mSE_01390,Slc3a2
mSE_01391,Scd2
mSE_01392,Ms4a6b
mSE_01393,Scgb1a1
mSE_01394,Cd6
mSE_01395,Fbxl15
mSE_01396,Jak2
mSE_01397,Wbp1l
mSE_01398,Tm7sf2
mSE_01399,A430093F15Rik
mSE_01400,Sgms1
mSE_01401,Trim8
mSE_01402,Frat2
mSE_01403,Gm14005
mSE_01404,Fam102a
mSE_01405,Il2ra
mSE_01406,Prkcq
mSE_01407,Ptpn1
mSE_01408,Fnbp1
mSE_01409,Cytip
mSE_01410,Fam107b
mSE_01411,Cd82
mSE_01412,Bcl2l1
mSE_01413,Prex1
mSE_01414,Rapgef1
mSE_01415,Abtb2
mSE_01416,Cd44
mSE_01417,Wipf1
mSE_01418,Tgm2
mSE_01419,Dusp2
mSE_01420,Traf1
mSE_01421,Fam83d
mSE_01422,Dgkz
mSE_01423,Rasgrp1
mSE_01424,Cass4
mSE_01425,Ptpn1
mSE_01426,Trdmt1
mSE_01427,Samhd1
mSE_01428,Prr5l
mSE_01429,Nfatc2
mSE_01430,Nfatc2
mSE_01431,Nfe2l2
mSE_01432,Nr1h3
mSE_01433,Nek6
mSE_01434,Mylk2
mSE_01435,Fam107b
mSE_01436,Il21
mSE_01437,Gba
mSE_01438,Lmna
mSE_01439,Eps8l3
mSE_01440,Tmem154
mSE_01441,Nfkb1
mSE_01442,Lef1
mSE_01443,Il6ra
mSE_01444,Mcl1
mSE_01445,Tbl1xr1
mSE_01446,Gpr171
mSE_01447,Kcna2
mSE_01448,Cd2
mSE_01449,Ptpn22
mSE_01450,Etv3
mSE_01451,1110032F04Rik
mSE_01452,Bach2
mSE_01453,Cap1
mSE_01454,Tnfrsf1b
mSE_01455,Tnfsf8
mSE_01456,Rpl11
mSE_01457,Sfn
mSE_01458,Ubxn11
mSE_01459,Chd7
mSE_01460,Ski
mSE_01461,Tnfrsf9
mSE_01462,Ttc39b
